participant_id,video_file,frame,timestamp_sec,fps,detection_mode,AU04,AU06,AU12,AU17,Pitch,Yaw,face_detected,face_x,face_y,face_w,face_h
25,p25_623.mp4,16,0.5333333333333333,30.0,opencv-fallback,,,,,8.13888888888889,1.5234375,1,945.0,346.0,95.0,95.0
25,p25_623.mp4,17,0.5666666666666667,30.0,opencv-fallback,,,,,8.194444444444445,1.4296875,1,943.0,345.0,95.0,95.0
25,p25_623.mp4,18,0.6,30.0,opencv-fallback,,,,,8.166666666666666,1.4531250000000002,1,943.0,345.0,96.0,96.0
25,p25_623.mp4,19,0.6333333333333333,30.0,opencv-fallback,,,,,8.083333333333332,1.5234375,1,944.0,346.0,97.0,97.0
25,p25_623.mp4,20,0.6666666666666666,30.0,opencv-fallback,,,,,8.194444444444445,1.4765625,1,944.0,345.0,95.0,95.0
25,p25_623.mp4,21,0.7,30.0,opencv-fallback,,,,,8.13888888888889,1.5234375,1,943.0,344.0,99.0,99.0
25,p25_623.mp4,22,0.7333333333333333,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,23,0.7666666666666667,30.0,opencv-fallback,,,,,8.25,1.4296875,1,942.0,343.0,97.0,97.0
25,p25_623.mp4,24,0.8,30.0,opencv-fallback,,,,,8.361111111111112,1.2890625,1,942.0,344.0,91.0,91.0
25,p25_623.mp4,25,0.8333333333333334,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,26,0.8666666666666667,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,27,0.9,30.0,opencv-fallback,,,,,8.38888888888889,1.21875,1,940.0,343.0,92.0,92.0
25,p25_623.mp4,28,0.9333333333333333,30.0,opencv-fallback,,,,,8.25,1.3359375,1,941.0,344.0,95.0,95.0
25,p25_623.mp4,29,0.9666666666666667,30.0,opencv-fallback,,,,,8.194444444444445,1.5234375,1,943.0,343.0,99.0,99.0
25,p25_623.mp4,30,1.0,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,31,1.0333333333333334,30.0,opencv-fallback,,,,,8.38888888888889,1.125,1,939.0,344.0,90.0,90.0
25,p25_623.mp4,32,1.0666666666666667,30.0,opencv-fallback,,,,,8.38888888888889,1.171875,1,941.0,345.0,88.0,88.0
25,p25_623.mp4,33,1.1,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,34,1.1333333333333333,30.0,opencv-fallback,,,,,8.416666666666666,1.2890625,1,942.0,343.0,91.0,91.0
25,p25_623.mp4,35,1.1666666666666667,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,36,1.2,30.0,opencv-fallback,,,,,8.333333333333334,1.171875,1,940.0,345.0,90.0,90.0
25,p25_623.mp4,37,1.2333333333333334,30.0,opencv-fallback,,,,,8.222222222222223,1.4531250000000002,1,944.0,345.0,94.0,94.0
25,p25_623.mp4,38,1.2666666666666666,30.0,opencv-fallback,,,,,8.222222222222223,1.3125,1,941.0,345.0,94.0,94.0
25,p25_623.mp4,39,1.3,30.0,opencv-fallback,,,,,8.305555555555555,1.3359375,1,941.0,343.0,95.0,95.0
25,p25_623.mp4,40,1.3333333333333333,30.0,opencv-fallback,,,,,8.194444444444445,1.3359375,1,941.0,345.0,95.0,95.0
25,p25_623.mp4,41,1.3666666666666667,30.0,opencv-fallback,,,,,8.305555555555555,1.5234375,1,946.0,344.0,93.0,93.0
25,p25_623.mp4,42,1.4,30.0,opencv-fallback,,,,,8.305555555555555,1.4296875,1,944.0,344.0,93.0,93.0
25,p25_623.mp4,43,1.4333333333333333,30.0,opencv-fallback,,,,,8.277777777777777,1.4531250000000002,1,945.0,345.0,92.0,92.0
25,p25_623.mp4,44,1.4666666666666666,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,45,1.5,30.0,opencv-fallback,,,,,8.305555555555555,1.3828125,1,945.0,346.0,89.0,89.0
25,p25_623.mp4,46,1.5333333333333334,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,47,1.5666666666666667,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,48,1.6,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,49,1.6333333333333333,30.0,opencv-fallback,,,,,13.305555555555555,7.2890625,1,1054.0,239.0,123.0,123.0
25,p25_623.mp4,50,1.6666666666666667,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,51,1.7,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,52,1.7333333333333334,30.0,opencv-fallback,,,,,8.194444444444445,1.5703125,1,947.0,346.0,93.0,93.0
25,p25_623.mp4,53,1.7666666666666666,30.0,opencv-fallback,,,,,8.166666666666666,1.5468750000000002,1,946.0,346.0,94.0,94.0
25,p25_623.mp4,54,1.8,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,55,1.8333333333333333,30.0,opencv-fallback,,,,,8.11111111111111,1.6875,1,946.0,344.0,100.0,100.0
25,p25_623.mp4,56,1.8666666666666667,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,57,1.9,30.0,opencv-fallback,,,,,8.305555555555555,1.3828125,1,944.0,345.0,91.0,91.0
25,p25_623.mp4,58,1.9333333333333333,30.0,opencv-fallback,,,,,13.25,7.195312499999999,1,1052.0,240.0,123.0,123.0
25,p25_623.mp4,59,1.9666666666666666,30.0,opencv-fallback,,,,,13.25,7.195312499999999,1,1052.0,240.0,123.0,123.0
25,p25_623.mp4,60,2.0,30.0,opencv-fallback,,,,,13.25,7.195312499999999,1,1052.0,240.0,123.0,123.0
25,p25_623.mp4,61,2.033333333333333,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,62,2.066666666666667,30.0,opencv-fallback,,,,,13.305555555555555,7.195312499999999,1,1053.0,240.0,121.0,121.0
25,p25_623.mp4,63,2.1,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,64,2.1333333333333333,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,65,2.1666666666666665,30.0,opencv-fallback,,,,,13.305555555555555,7.2890625,1,1054.0,239.0,123.0,123.0
25,p25_623.mp4,66,2.2,30.0,opencv-fallback,,,,,8.277777777777777,1.3125,1,946.0,349.0,84.0,84.0
25,p25_623.mp4,67,2.2333333333333334,30.0,opencv-fallback,,,,,8.222222222222223,1.4531250000000002,1,949.0,350.0,84.0,84.0
25,p25_623.mp4,68,2.2666666666666666,30.0,opencv-fallback,,,,,8.277777777777777,1.40625,1,947.0,348.0,86.0,86.0
25,p25_623.mp4,69,2.3,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,70,2.3333333333333335,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,71,2.3666666666666667,30.0,opencv-fallback,,,,,8.166666666666666,1.5468750000000002,1,945.0,345.0,96.0,96.0
25,p25_623.mp4,72,2.4,30.0,opencv-fallback,,,,,8.25,1.5234375,1,946.0,345.0,93.0,93.0
25,p25_623.mp4,73,2.433333333333333,30.0,opencv-fallback,,,,,8.222222222222223,1.640625,1,951.0,348.0,88.0,88.0
25,p25_623.mp4,74,2.466666666666667,30.0,opencv-fallback,,,,,10.88888888888889,5.296875,1,915.0,186.0,316.0,316.0
25,p25_623.mp4,75,2.5,30.0,opencv-fallback,,,,,10.86111111111111,5.3203125,1,907.0,178.0,333.0,333.0
25,p25_623.mp4,76,2.533333333333333,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,77,2.566666666666667,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,78,2.6,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,79,2.6333333333333333,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,80,2.6666666666666665,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,81,2.7,30.0,opencv-fallback,,,,,10.5,5.90625,1,933.0,198.0,306.0,306.0
25,p25_623.mp4,82,2.7333333333333334,30.0,opencv-fallback,,,,,10.805555555555555,5.4140625,1,907.0,177.0,337.0,337.0
25,p25_623.mp4,83,2.7666666666666666,30.0,opencv-fallback,,,,,10.944444444444445,5.671875,1,916.0,178.0,330.0,330.0
25,p25_623.mp4,84,2.8,30.0,opencv-fallback,,,,,10.805555555555555,5.3671875,1,909.0,180.0,331.0,331.0
25,p25_623.mp4,85,2.8333333333333335,30.0,opencv-fallback,,,,,11.083333333333334,5.5078125,1,913.0,176.0,329.0,329.0
25,p25_623.mp4,86,2.8666666666666667,30.0,opencv-fallback,,,,,8.13888888888889,1.9453125,1,956.0,348.0,91.0,91.0
25,p25_623.mp4,87,2.9,30.0,opencv-fallback,,,,,11.333333333333332,5.578125,1,921.0,178.0,316.0,316.0
25,p25_623.mp4,88,2.933333333333333,30.0,opencv-fallback,,,,,11.13888888888889,5.4140625,1,917.0,181.0,317.0,317.0
25,p25_623.mp4,89,2.966666666666667,30.0,opencv-fallback,,,,,8.13888888888889,1.8984375000000002,1,952.0,345.0,97.0,97.0
25,p25_623.mp4,90,3.0,30.0,opencv-fallback,,,,,8.13888888888889,1.9453125,1,954.0,346.0,95.0,95.0
25,p25_623.mp4,91,3.033333333333333,30.0,opencv-fallback,,,,,11.277777777777779,6.0,1,930.0,179.0,316.0,316.0
25,p25_623.mp4,92,3.066666666666667,30.0,opencv-fallback,,,,,8.11111111111111,1.78125,1,951.0,347.0,94.0,94.0
25,p25_623.mp4,93,3.1,30.0,opencv-fallback,,,,,11.13888888888889,5.6484375,1,922.0,181.0,317.0,317.0
25,p25_623.mp4,94,3.1333333333333333,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,95,3.1666666666666665,30.0,opencv-fallback,,,,,10.972222222222223,5.5546875,1,918.0,182.0,321.0,321.0
25,p25_623.mp4,96,3.2,30.0,opencv-fallback,,,,,8.027777777777779,1.6640625,1,949.0,349.0,93.0,93.0
25,p25_623.mp4,97,3.2333333333333334,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,98,3.2666666666666666,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,99,3.3,30.0,opencv-fallback,,,,,8.055555555555557,1.78125,1,951.0,348.0,94.0,94.0
25,p25_623.mp4,100,3.3333333333333335,30.0,opencv-fallback,,,,,7.972222222222221,1.8046875000000002,1,952.0,350.0,93.0,93.0
25,p25_623.mp4,101,3.3666666666666667,30.0,opencv-fallback,,,,,8.0,1.734375,1,950.0,349.0,94.0,94.0
25,p25_623.mp4,102,3.4,30.0,opencv-fallback,,,,,7.944444444444445,1.921875,1,955.0,351.0,92.0,92.0
25,p25_623.mp4,103,3.433333333333333,30.0,opencv-fallback,,,,,7.972222222222221,1.8515625,1,955.0,352.0,89.0,89.0
25,p25_623.mp4,104,3.466666666666667,30.0,opencv-fallback,,,,,,,0,,,,
25,p25_623.mp4,105,3.5,30.0,opencv-fallback,,,,,7.888888888888888,1.875,1,953.0,351.0,94.0,94.0
25,p25_623.mp4,106,3.533333333333333,30.0,opencv-fallback,,,,,7.888888888888888,2.015625,1,957.0,352.0,92.0,92.0
25,p25_623.mp4,107,3.566666666666667,30.0,opencv-fallback,,,,,8.0,1.875,1,955.0,351.0,90.0,90.0
25,p25_623.mp4,108,3.6,30.0,opencv-fallback,,,,,10.88888888888889,5.71875,1,913.0,175.0,338.0,338.0
25,p25_623.mp4,109,3.6333333333333333,30.0,opencv-fallback,,,,,11.11111111111111,5.71875,1,913.0,171.0,338.0,338.0
25,p25_623.mp4,110,3.6666666666666665,30.0,opencv-fallback,,,,,7.944444444444445,2.015625,1,959.0,353.0,88.0,88.0
25,p25_623.mp4,111,3.7,30.0,opencv-fallback,,,,,10.86111111111111,5.789062499999999,1,921.0,182.0,325.0,325.0
25,p25_623.mp4,112,3.7333333333333334,30.0,opencv-fallback,,,,,10.694444444444443,5.6015625,1,918.0,186.0,323.0,323.0
25,p25_623.mp4,113,3.7666666666666666,30.0,opencv-fallback,,,,,10.777777777777779,6.046875,1,933.0,190.0,312.0,312.0
25,p25_623.mp4,114,3.8,30.0,opencv-fallback,,,,,10.722222222222221,6.0,1,924.0,183.0,328.0,328.0
25,p25_623.mp4,115,3.8333333333333335,30.0,opencv-fallback,,,,,10.777777777777779,5.71875,1,918.0,182.0,328.0,328.0
25,p25_623.mp4,116,3.8666666666666667,30.0,opencv-fallback,,,,,10.63888888888889,6.0703125,1,931.0,190.0,317.0,317.0
25,p25_623.mp4,117,3.9,30.0,opencv-fallback,,,,,10.666666666666668,6.0,1,929.0,189.0,318.0,318.0
25,p25_623.mp4,118,3.933333333333333,30.0,opencv-fallback,,,,,10.63888888888889,6.164062500000001,1,930.0,187.0,323.0,323.0
25,p25_623.mp4,119,3.966666666666667,30.0,opencv-fallback,,,,,10.277777777777779,6.328125,1,940.0,200.0,310.0,310.0
25,p25_623.mp4,120,4.0,30.0,opencv-fallback,,,,,10.055555555555555,6.421875,1,939.0,201.0,316.0,316.0
25,p25_623.mp4,121,4.033333333333333,30.0,opencv-fallback,,,,,10.0,6.468749999999999,1,929.0,191.0,338.0,338.0
25,p25_623.mp4,122,4.066666666666666,30.0,opencv-fallback,,,,,9.63888888888889,6.492187499999999,1,934.0,202.0,329.0,329.0
25,p25_623.mp4,123,4.1,30.0,opencv-fallback,,,,,9.361111111111112,6.2109375,1,933.0,212.0,319.0,319.0
25,p25_623.mp4,124,4.133333333333334,30.0,opencv-fallback,,,,,8.861111111111112,5.9765625,1,922.0,215.0,331.0,331.0
25,p25_623.mp4,125,4.166666666666667,30.0,opencv-fallback,,,,,8.63888888888889,5.789062499999999,1,922.0,223.0,323.0,323.0
25,p25_623.mp4,126,4.2,30.0,opencv-fallback,,,,,8.361111111111112,5.6953125,1,920.0,228.0,323.0,323.0
25,p25_623.mp4,127,4.233333333333333,30.0,opencv-fallback,,,,,8.5,5.578125,1,914.0,222.0,330.0,330.0
25,p25_623.mp4,128,4.266666666666667,30.0,opencv-fallback,,,,,8.222222222222223,5.4375,1,913.0,229.0,326.0,326.0
25,p25_623.mp4,129,4.3,30.0,opencv-fallback,,,,,8.11111111111111,5.0625,1,905.0,231.0,326.0,326.0
25,p25_623.mp4,130,4.333333333333333,30.0,opencv-fallback,,,,,7.972222222222221,4.7109375,1,895.0,231.0,331.0,331.0
25,p25_623.mp4,131,4.366666666666666,30.0,opencv-fallback,,,,,7.833333333333334,4.875,1,888.0,223.0,352.0,352.0
25,p25_623.mp4,132,4.4,30.0,opencv-fallback,,,,,8.0,4.96875,1,898.0,228.0,336.0,336.0
25,p25_623.mp4,133,4.433333333333334,30.0,opencv-fallback,,,,,7.750000000000001,4.9921875,1,894.0,228.0,345.0,345.0
25,p25_623.mp4,134,4.466666666666667,30.0,opencv-fallback,,,,,7.694444444444445,4.9921875,1,889.0,224.0,355.0,355.0
25,p25_623.mp4,135,4.5,30.0,opencv-fallback,,,,,7.305555555555555,4.7578125,1,886.0,233.0,351.0,351.0
25,p25_623.mp4,136,4.533333333333333,30.0,opencv-fallback,,,,,7.5,4.453125,1,881.0,231.0,348.0,348.0
25,p25_623.mp4,137,4.566666666666666,30.0,opencv-fallback,,,,,7.138888888888888,4.6171875,1,896.0,249.0,325.0,325.0
25,p25_623.mp4,138,4.6,30.0,opencv-fallback,,,,,7.222222222222221,4.6875,1,891.0,241.0,338.0,338.0
25,p25_623.mp4,139,4.633333333333334,30.0,opencv-fallback,,,,,7.277777777777778,4.734375,1,895.0,243.0,332.0,332.0
25,p25_623.mp4,140,4.666666666666667,30.0,opencv-fallback,,,,,7.111111111111112,4.921875,1,893.0,240.0,344.0,344.0
25,p25_623.mp4,141,4.7,30.0,opencv-fallback,,,,,7.277777777777778,4.875,1,894.0,239.0,340.0,340.0
25,p25_623.mp4,142,4.733333333333333,30.0,opencv-fallback,,,,,7.361111111111112,4.8515625,1,886.0,230.0,355.0,355.0
25,p25_623.mp4,143,4.766666666666667,30.0,opencv-fallback,,,,,7.833333333333334,4.875,1,888.0,223.0,352.0,352.0
25,p25_623.mp4,144,4.8,30.0,opencv-fallback,,,,,7.944444444444445,4.875,1,894.0,227.0,340.0,340.0
25,p25_623.mp4,145,4.833333333333333,30.0,opencv-fallback,,,,,8.38888888888889,4.640625,1,889.0,219.0,340.0,340.0
25,p25_623.mp4,146,4.866666666666666,30.0,opencv-fallback,,,,,8.5,4.78125,1,887.0,212.0,350.0,350.0
25,p25_623.mp4,147,4.9,30.0,opencv-fallback,,,,,8.63888888888889,4.7109375,1,884.0,208.0,353.0,353.0
25,p25_623.mp4,148,4.933333333333334,30.0,opencv-fallback,,,,,8.555555555555557,4.640625,1,888.0,215.0,342.0,342.0
25,p25_623.mp4,149,4.966666666666667,30.0,opencv-fallback,,,,,8.722222222222221,4.59375,1,882.0,207.0,352.0,352.0
25,p25_623.mp4,150,5.0,30.0,opencv-fallback,,,,,8.75,4.4296875,1,886.0,214.0,337.0,337.0
25,p25_623.mp4,151,5.033333333333333,30.0,opencv-fallback,,,,,8.861111111111112,4.8046875,1,885.0,203.0,355.0,355.0
25,p25_623.mp4,152,5.066666666666666,30.0,opencv-fallback,,,,,9.027777777777779,4.5234375,1,890.0,211.0,333.0,333.0
25,p25_623.mp4,153,5.1,30.0,opencv-fallback,,,,,9.083333333333332,4.8046875,1,891.0,205.0,343.0,343.0
25,p25_623.mp4,154,5.133333333333334,30.0,opencv-fallback,,,,,9.222222222222221,4.875,1,893.0,203.0,342.0,342.0
25,p25_623.mp4,155,5.166666666666667,30.0,opencv-fallback,,,,,9.166666666666668,5.015625,1,893.0,201.0,348.0,348.0
25,p25_623.mp4,156,5.2,30.0,opencv-fallback,,,,,9.13888888888889,5.0859375,1,891.0,198.0,355.0,355.0
25,p25_623.mp4,157,5.233333333333333,30.0,opencv-fallback,,,,,9.13888888888889,4.9921875,1,890.0,199.0,353.0,353.0
25,p25_623.mp4,158,5.266666666666667,30.0,opencv-fallback,,,,,9.055555555555555,5.203125,1,893.0,199.0,356.0,356.0
25,p25_623.mp4,159,5.3,30.0,opencv-fallback,,,,,9.11111111111111,5.109375,1,886.0,193.0,366.0,366.0
25,p25_623.mp4,160,5.333333333333333,30.0,opencv-fallback,,,,,9.13888888888889,5.1796875,1,894.0,199.0,353.0,353.0
25,p25_623.mp4,161,5.366666666666666,30.0,opencv-fallback,,,,,9.166666666666668,5.25,1,898.0,201.0,348.0,348.0
25,p25_623.mp4,162,5.4,30.0,opencv-fallback,,,,,9.194444444444445,5.2734375,1,895.0,197.0,355.0,355.0
25,p25_623.mp4,163,5.433333333333334,30.0,opencv-fallback,,,,,9.13888888888889,5.2265625,1,894.0,198.0,355.0,355.0
25,p25_623.mp4,164,5.466666666666667,30.0,opencv-fallback,,,,,9.166666666666668,5.484375,1,892.0,190.0,370.0,370.0
25,p25_623.mp4,165,5.5,30.0,opencv-fallback,,,,,9.222222222222221,5.484375,1,893.0,190.0,368.0,368.0
25,p25_623.mp4,166,5.533333333333333,30.0,opencv-fallback,,,,,9.305555555555555,5.6015625,1,895.0,188.0,369.0,369.0
25,p25_623.mp4,167,5.566666666666666,30.0,opencv-fallback,,,,,9.333333333333334,5.53125,1,889.0,183.0,378.0,378.0
25,p25_623.mp4,168,5.6,30.0,opencv-fallback,,,,,9.305555555555555,5.3671875,1,887.0,185.0,375.0,375.0
25,p25_623.mp4,169,5.633333333333334,30.0,opencv-fallback,,,,,9.277777777777777,5.25,1,895.0,196.0,354.0,354.0
25,p25_623.mp4,170,5.666666666666667,30.0,opencv-fallback,,,,,9.194444444444445,5.4140625,1,893.0,192.0,365.0,365.0
25,p25_623.mp4,171,5.7,30.0,opencv-fallback,,,,,9.25,5.5546875,1,897.0,192.0,363.0,363.0
25,p25_623.mp4,172,5.733333333333333,30.0,opencv-fallback,,,,,9.25,5.3671875,1,899.0,198.0,351.0,351.0
25,p25_623.mp4,173,5.766666666666667,30.0,opencv-fallback,,,,,9.194444444444445,5.5078125,1,899.0,196.0,357.0,357.0
25,p25_623.mp4,174,5.8,30.0,opencv-fallback,,,,,9.25,5.1796875,1,897.0,200.0,347.0,347.0
25,p25_623.mp4,175,5.833333333333333,30.0,opencv-fallback,,,,,9.416666666666666,5.3671875,1,902.0,198.0,345.0,345.0
25,p25_623.mp4,176,5.866666666666666,30.0,opencv-fallback,,,,,9.222222222222221,5.34375,1,900.0,200.0,348.0,348.0
25,p25_623.mp4,177,5.9,30.0,opencv-fallback,,,,,9.444444444444445,5.25,1,902.0,200.0,340.0,340.0
25,p25_623.mp4,178,5.933333333333334,30.0,opencv-fallback,,,,,9.472222222222223,5.2734375,1,902.0,199.0,341.0,341.0
25,p25_623.mp4,179,5.966666666666667,30.0,opencv-fallback,,,,,9.472222222222223,5.4140625,1,901.0,195.0,349.0,349.0
25,p25_623.mp4,180,6.0,30.0,opencv-fallback,,,,,9.333333333333334,5.296875,1,898.0,197.0,350.0,350.0
25,p25_623.mp4,181,6.033333333333333,30.0,opencv-fallback,,,,,9.194444444444445,5.2734375,1,897.0,199.0,351.0,351.0
25,p25_623.mp4,182,6.066666666666666,30.0,opencv-fallback,,,,,9.166666666666668,5.109375,1,896.0,202.0,346.0,346.0
25,p25_623.mp4,183,6.1,30.0,opencv-fallback,,,,,9.361111111111112,4.9921875,1,893.0,198.0,347.0,347.0
25,p25_623.mp4,184,6.133333333333334,30.0,opencv-fallback,,,,,9.277777777777777,5.109375,1,894.0,198.0,350.0,350.0
25,p25_623.mp4,185,6.166666666666667,30.0,opencv-fallback,,,,,9.333333333333334,5.109375,1,900.0,203.0,338.0,338.0
25,p25_623.mp4,186,6.2,30.0,opencv-fallback,,,,,9.333333333333334,5.34375,1,895.0,193.0,358.0,358.0
25,p25_623.mp4,187,6.233333333333333,30.0,opencv-fallback,,,,,9.305555555555555,5.2734375,1,898.0,198.0,349.0,349.0
25,p25_623.mp4,188,6.266666666666667,30.0,opencv-fallback,,,,,9.388888888888888,5.015625,1,899.0,203.0,336.0,336.0
25,p25_623.mp4,189,6.3,30.0,opencv-fallback,,,,,9.277777777777777,5.296875,1,901.0,201.0,344.0,344.0
25,p25_623.mp4,190,6.333333333333333,30.0,opencv-fallback,,,,,9.277777777777777,5.4375,1,900.0,197.0,352.0,352.0
25,p25_623.mp4,191,6.366666666666666,30.0,opencv-fallback,,,,,9.222222222222221,5.296875,1,899.0,200.0,348.0,348.0
25,p25_623.mp4,192,6.4,30.0,opencv-fallback,,,,,9.25,5.4140625,1,898.0,196.0,355.0,355.0
25,p25_623.mp4,193,6.433333333333334,30.0,opencv-fallback,,,,,9.472222222222223,5.4140625,1,897.0,191.0,357.0,357.0
25,p25_623.mp4,194,6.466666666666667,30.0,opencv-fallback,,,,,9.416666666666666,5.3671875,1,897.0,193.0,355.0,355.0
25,p25_623.mp4,195,6.5,30.0,opencv-fallback,,,,,9.416666666666666,5.4140625,1,900.0,195.0,351.0,351.0
25,p25_623.mp4,196,6.533333333333333,30.0,opencv-fallback,,,,,9.388888888888888,5.484375,1,900.0,194.0,354.0,354.0
25,p25_623.mp4,197,6.566666666666666,30.0,opencv-fallback,,,,,9.388888888888888,5.390625,1,899.0,195.0,352.0,352.0
25,p25_623.mp4,198,6.6,30.0,opencv-fallback,,,,,9.305555555555555,5.3671875,1,905.0,203.0,339.0,339.0
25,p25_623.mp4,199,6.633333333333334,30.0,opencv-fallback,,,,,9.277777777777777,5.15625,1,901.0,204.0,338.0,338.0
25,p25_623.mp4,200,6.666666666666667,30.0,opencv-fallback,,,,,9.361111111111112,5.0859375,1,898.0,201.0,341.0,341.0
25,p25_623.mp4,201,6.7,30.0,opencv-fallback,,,,,9.277777777777777,5.203125,1,898.0,200.0,346.0,346.0
25,p25_623.mp4,202,6.733333333333333,30.0,opencv-fallback,,,,,9.222222222222221,5.0625,1,897.0,203.0,342.0,342.0
25,p25_623.mp4,203,6.766666666666667,30.0,opencv-fallback,,,,,9.305555555555555,5.3203125,1,903.0,202.0,341.0,341.0
25,p25_623.mp4,204,6.8,30.0,opencv-fallback,,,,,9.388888888888888,5.15625,1,902.0,203.0,336.0,336.0
25,p25_623.mp4,205,6.833333333333333,30.0,opencv-fallback,,,,,9.194444444444445,5.2734375,1,904.0,206.0,337.0,337.0
25,p25_623.mp4,206,6.866666666666666,30.0,opencv-fallback,,,,,9.277777777777777,5.390625,1,900.0,198.0,350.0,350.0
25,p25_623.mp4,207,6.9,30.0,opencv-fallback,,,,,9.333333333333334,5.578125,1,902.0,195.0,354.0,354.0
25,p25_623.mp4,208,6.933333333333334,30.0,opencv-fallback,,,,,9.361111111111112,5.2734375,1,902.0,201.0,341.0,341.0
25,p25_623.mp4,209,6.966666666666667,30.0,opencv-fallback,,,,,9.388888888888888,5.4375,1,908.0,203.0,336.0,336.0
25,p25_623.mp4,210,7.0,30.0,opencv-fallback,,,,,9.444444444444445,5.484375,1,904.0,197.0,346.0,346.0
25,p25_623.mp4,211,7.033333333333333,30.0,opencv-fallback,,,,,9.388888888888888,5.53125,1,900.0,193.0,356.0,356.0
25,p25_623.mp4,212,7.066666666666666,30.0,opencv-fallback,,,,,9.5,5.484375,1,905.0,197.0,344.0,344.0
25,p25_623.mp4,213,7.1,30.0,opencv-fallback,,,,,9.416666666666666,5.4140625,1,899.0,194.0,353.0,353.0
25,p25_623.mp4,214,7.133333333333334,30.0,opencv-fallback,,,,,9.361111111111112,5.4609375,1,906.0,201.0,341.0,341.0
