seconds,vid_au4_mean,vid_au4_std,vid_au6_mean,vid_au6_std,vid_au12_mean,vid_au12_std,vid_au17_mean,vid_au17_std,vid_yaw_mean,vid_yaw_std,vid_pitch_mean,vid_pitch_std,vid_gaze_mean,vid_gaze_std
105,-1.3287257399922503,0.026901661953688615,-2.2648570955462675,0.04040329332643541,1.224790100271853,0.021909591105796652,-2.524119610516583,0.033384095319302795,0.002353802720705668,0.00037023684672765573,0.05803802855312824,0.0011678412523260082,0.4712131817164022,0.08882008981737863
110,-1.3242159391104833,0.03221916118103499,-2.259255942349545,0.046175770659027164,1.2415787756901977,0.02887087579211569,-2.5200038590748393,0.060722799432077576,0.0027794702847798664,0.0005083064564381469,0.057633836368719736,0.0012558969310545694,0.43173925707393496,0.09688735554000222
115,-1.3119300726411833,0.031823298901913995,-2.2654496735256617,0.058510074756181966,1.2489806229815774,0.034313515627426565,-2.4487243436998636,0.07423835822688342,0.0031432201464970905,0.0006129199362412625,0.05727034730215867,0.0010680582520210587,0.43502059853001146,0.11880409467577441
120,-1.3151348956342008,0.02381314103347624,-2.245039604042952,0.034157287275104926,1.2696133663759506,0.021723812268763697,-2.3997550681152227,0.0477126066558692,0.003352291186650594,0.0003366724740566515,0.05792417799433072,0.000921060667955497,0.4400507666547143,0.09362077257878332
125,-1.3161134104826493,0.024235689269512035,-2.233321067160686,0.0314078595693535,1.2589462869040695,0.02084369141151554,-2.4137338931910004,0.03949417691861758,0.0030092350641886395,0.00044501336200983364,0.057494844645261764,0.0010852561679628632,0.491202636789302,0.11745514535680981
130,-1.318453613812148,0.0332515563299745,-2.2500539974338283,0.04481509279097027,1.233844730094654,0.03208784477947966,-2.3490094618424577,0.05574636416915654,0.003240979512532552,0.00047300262193099394,0.057696963225801784,0.001533109457733608,0.4789993489107904,0.09532256417703797
135,-1.344784474518026,0.04136994641184037,-2.280053002277191,0.0485618545193288,1.2232095184071416,0.03261493547752884,-2.3763833575676685,0.07188380614493599,0.003295560081799825,0.0006319092211802302,0.05811085368196169,0.0011687468041790695,0.47625654653637156,0.08075986990337734
140,-1.3274722999585344,0.03783772172323817,-2.2335272802598434,0.03408430023877036,1.2424834506996782,0.025403419516431262,-2.415839266613804,0.052866100298365144,0.003059021830558777,0.0004155622945083926,0.05835228172441324,0.0014258250746699006,0.4560525119364954,0.13830739389832764
145,-1.3171429099351415,0.02481098374994336,-2.2265273868069175,0.02603638047611004,1.2549452572088005,0.02005996556030548,-2.4150404060073476,0.02597677356086162,0.002817410628000895,0.00035043609852648155,0.0582163110623757,0.0011984064649531415,0.5200798480815065,0.09705391227066282
150,-1.4287560609390346,0.0745949673341777,-2.210623867166721,0.06644804549728206,1.2311362248019262,0.03009634805863277,-2.2495724395992647,0.13818169719510878,0.0011258872350056967,0.0019016073859563613,0.06809188512464365,0.006692566492225608,0.20066455359763055,0.13005996535950237
155,-1.3723859801382456,0.05642788052341827,-2.164479427227688,0.05780635129234995,1.194467686860279,0.031232165029406306,-2.1695247151858466,0.08075485496233786,0.0021298189957936605,0.0007404514383245861,0.06658909323314825,0.003350287765221318,0.307362424739183,0.1996408799706255
160,-1.3224341456547155,0.03623292461394777,-2.2661362968815273,0.059233162184150215,1.2149046349169392,0.02555820707883846,-2.3005144819615917,0.046477797181284114,0.0034850021203358967,0.0004338531097199294,0.059365490997831026,0.0011186375938161978,0.48946189377328475,0.0901314452965944
165,-1.3429138513061947,0.043906796031808644,-2.2426616799256873,0.0903990435637278,1.2036081425832632,0.03973627723202513,-2.321609188375351,0.11604949276196991,0.0026173738638559977,0.0006420778315614109,0.061134256199002264,0.004662131604976345,0.4496316637072486,0.18783509546005647
170,-1.323989668611195,0.04190181322798354,-2.237075293068685,0.06889121686136179,1.191569192754136,0.038502691912475004,-2.330345731340889,0.08536879246023972,0.0023695693413416543,0.000391422262023643,0.06076302928229173,0.0032866876695108473,0.42284914671152585,0.1739243099387846
175,-1.4050426057645757,0.06724390179384677,-2.1429344317901315,0.06926436383370209,1.1987074347713254,0.034761197510398974,-2.048108577435424,0.12789491900873895,-0.0022710142532984417,0.0025705014615925565,0.07385910128553709,0.006514666595422996,0.2741875970645074,0.1060518034876433
180,-1.3939143033230672,0.05907002635229669,-2.180678978810278,0.06910313593851529,1.2159891939078311,0.04284237686793475,-2.1900000657292935,0.1618884488988949,-0.002457940975824992,0.0055286310372370355,0.06988632050653298,0.006091141426104499,0.4187878205332482,0.20470080481812788
185,-1.3431076345301665,0.05207408976559232,-2.171066487566226,0.07841245746460135,1.2537768651386405,0.07624122016224577,-2.2216233490428228,0.22771190737421526,-0.009305447737375894,0.002770395449812193,0.07207922458648681,0.004598041426284682,0.15849677804668194,0.11189889121034229
190,-1.3280358352933257,0.04960792391016757,-2.2661727617747434,0.0747723791289478,1.3735939277079252,0.04978972129864583,-2.665307819658305,0.13391916262594997,-0.002860724131266276,0.0013181696951943972,0.06164890671769778,0.003147736873253703,0.3516648767019991,0.14331893854817532
195,-1.3390265408881643,0.04066834413631324,-2.198245055169974,0.07075642266858624,1.3251456163450643,0.06308652832120841,-2.389752442040917,0.1990095647587314,-0.0061578561862309774,0.003275478821254935,0.07104735424121221,0.005689992153825776,0.2051389390059084,0.15181990629613007
200,-1.340258218195532,0.050732317758233995,-2.200600071618899,0.08400948487649992,1.2811138303858767,0.07566010280683362,-2.416258912656047,0.2308806897476595,-0.005713550845781962,0.0022395210118931162,0.06777455531060696,0.0043423660371514185,0.27363606482486075,0.19448400115864864
205,-1.3140871842410013,0.046706648288128746,-2.2261489638916836,0.07276896230250936,1.2908900621557768,0.07157294359680472,-2.5181220026603564,0.21405932871315564,-0.0015791666507720948,0.003145246576195422,0.06328455070654551,0.004558761794396413,0.3224391142098155,0.18260064594515726
210,-1.3601369665690266,0.05493379947511284,-2.173663240603496,0.06398980320953629,1.2724316519070498,0.08988610872857827,-2.281350195390603,0.15577874495407515,-0.0063032384713490805,0.001970089098630836,0.0712298305084308,0.0031029661181686484,0.10100694931869486,0.035036050055791995
215,-1.362815875191438,0.053647963399828524,-2.2143455398567884,0.08264042743999278,1.265917248283448,0.08570007073763102,-2.4159280218510766,0.19683232273501608,-0.00579729417959849,0.0019333596910896408,0.06734673398236433,0.004445148854574124,0.167433895853108,0.17954922992003164
220,-1.311161280208016,0.034472130983105524,-2.269504272399137,0.05878466968214341,1.3255090571817314,0.06929665553196103,-2.576247413849696,0.14981905799591844,-0.0032103278239568075,0.0027707041563880272,0.06029938687880834,0.0036151794343216494,0.29709509364253617,0.20133954291227482
225,-1.3296374162930582,0.0482487157723465,-2.182586441809884,0.06471024109342334,1.240481682641523,0.05076950318787426,-2.3518092738157352,0.2237463336742981,-0.006033559838930766,0.002856214164949744,0.06807335769136746,0.0039364742519562585,0.20463086474773878,0.19025128946480413
230,-1.3387366398162657,0.04368664802212228,-2.2490263883805968,0.07650554181532573,1.3117247815439823,0.05124836629826954,-2.5608323942566558,0.15688443021560328,-0.004065956075986227,0.002256899461093214,0.0637294605622689,0.005420382908358183,0.29531568816186704,0.17648457067783468
235,-1.350597664034598,0.05176114375193252,-2.2061529914255984,0.08185386135255897,1.2750021016450621,0.06640760895774733,-2.467274137760046,0.16054063732674206,-0.0035648987690607707,0.0018185878543488633,0.06572291821241379,0.003929557057993983,0.22493623530406315,0.20252167494728412
240,-1.3894682771609765,0.05829691220864898,-2.2771011911782684,0.06273500309163497,1.2996170197114871,0.03723825556741453,-2.5917369020986127,0.08624806033993371,-0.002457104325294495,0.0035168774009181384,0.06195795439183712,0.0021952934611795608,0.5115421293109418,0.10067854318057295
245,-1.401401178594133,0.04334241796203672,-2.3130916337663816,0.09054581530563342,1.303395635208736,0.03977202430875042,-2.635427039509575,0.11129450637365536,-0.0031618187824885052,0.0009108901286288293,0.06186584132413069,0.0030648697186113167,0.5244940906197733,0.09527359464559201
250,-1.3797485560980935,0.03806929388433272,-2.297722366392254,0.050090623274535194,1.3062114077793747,0.024751961090535214,-2.533959483388648,0.06873159917969006,-0.0008580946922302246,0.0006001395788802702,0.060402974387009936,0.0010338935640993405,0.5295333825364014,0.11313807767218519
255,-1.3496740967301963,0.03990871319905962,-2.2667180004735616,0.0458799940698352,1.277014531903289,0.030176051806876037,-2.4296819066942663,0.06580022788333954,-0.0003080451488494873,0.0012067621459870355,0.06030889540910721,0.0023439217109109895,0.5065684155238824,0.11740271714143193
260,-1.3584753749901939,0.05089421404629615,-2.2979295759237006,0.05588926282586082,1.2899529129611753,0.035867049159930095,-2.4477936265111246,0.08807625117115732,0.0027069848775863646,0.0005678659760366027,0.056855366379022595,0.0016659854197978766,0.48391107920069126,0.11123066856299171
265,-1.363553721920025,0.032850164333717846,-2.302300470013815,0.05269880133286579,1.2779060969547336,0.02673170759841626,-2.4149227339119808,0.045463773810722176,0.0030720692873001097,0.0005851081611248773,0.0578279659897089,0.0012025670344251562,0.5260055555172103,0.09737996452968486
270,-1.3240967025351855,0.029475704431612067,-2.2743826443294433,0.055318629879272406,1.2419856173562174,0.0243363952282456,-2.341055973973036,0.042553691855036616,0.00400081217288971,0.0005246093093178903,0.05859936940173308,0.0009109160413086692,0.5010661461451115,0.06545628060108208
275,-1.3187891536734455,0.029357689471287154,-2.2687883886058064,0.03553664934191142,1.2443822421850226,0.021067988543300595,-2.3720715012943527,0.04663095304843928,0.0035102800528208416,0.00037863172069578066,0.05780840995411078,0.0008795769921999618,0.4711882695632706,0.1066346896494481
280,-1.3062588982986154,0.026352041091933606,-2.2613474377982485,0.03531000945562791,1.2364632297324172,0.016416778718236442,-2.388263436243723,0.03964069435883649,0.0035460315148035685,0.0004398864800789595,0.056950284590323766,0.0011415731320734133,0.4640252082481885,0.09996279584833652
285,-1.324180864148603,0.03724728938477662,-2.245805550911262,0.03440604698487179,1.2449918251537053,0.02484712238111714,-2.394937721165719,0.04374376969792519,0.0033063524961471557,0.0004043550495291984,0.05654683887958527,0.000680762450731756,0.4885383856179836,0.0969455887916912
290,-1.369826570753811,0.03798461497031389,-2.2732893735346344,0.037334232651714545,1.2754716397758181,0.02340410042124921,-2.457971572178302,0.04966382250601165,0.00301248033841451,0.0003061150642053417,0.05560335025191307,0.0007220604657387793,0.47561041597761344,0.09289551652884577
295,-1.3370586787630456,0.02062342118980952,-2.275952238192345,0.039925073123740766,1.2643867661099149,0.019598101555584363,-2.432459257064061,0.03045089819028039,0.002803080677986145,0.0004227664296171293,0.05604086324572563,0.0005665257240969349,0.4581829203663811,0.10887367256665292
300,-1.3384916453495217,0.03931058029166221,-2.2428426426970147,0.045579753334589745,1.2587115183081012,0.034501712688481796,-2.4341360150114144,0.064447645775977,0.002674992879231771,0.0005221938506616173,0.058383594751358035,0.0009947997183792127,0.5095086044616867,0.07796991057030445
305,-1.358848342864379,0.045025429527432895,-2.2480501987549943,0.03728945719694645,1.2700879353586247,0.036089650173572824,-2.4576611530090013,0.06484311727873582,0.002574636936187744,0.0007180683074475935,0.05568490358690421,0.00147737730676232,0.4751904082283166,0.11573936269834202
310,-1.329528720451311,0.03830097826188598,-2.2583358961880036,0.053056514334843444,1.24814715055358,0.030631061581428212,-2.4309409159554205,0.05046536700106229,0.002416116197903951,0.0004735682923419241,0.057457272112369534,0.0013503277585065014,0.47896042209375894,0.10274925320295744
315,-1.3379514956793992,0.053349491117193754,-2.256573723488318,0.04657816644642697,1.2277989094816741,0.03602526976584192,-2.3893828955010714,0.06657761697602876,0.0023412424325942992,0.0005005178975434233,0.06014427706599235,0.0023986677410644847,0.4321949250496468,0.17047516510843416
320,-1.343890476192559,0.042690549183837974,-2.2581825454703615,0.051235237548460696,1.2701556090989587,0.03875140536267459,-2.4756540191697765,0.05475825358466906,0.002530568838119507,0.0004374920715412789,0.05641734751562277,0.0010245320454217008,0.4840037696612245,0.09839208618499483
325,-1.3171482523455351,0.03968155809548836,-2.2643301303147094,0.04116961784935623,1.2667527010801243,0.03389405239962439,-2.4649887099641044,0.04215512252337514,0.002705275019009908,0.0006412440038811717,0.05516157850623131,0.0008771754170524513,0.461745654657419,0.10217275520031555
330,-1.2834118215790362,0.02767166292490333,-2.2944130237997173,0.0402192247508037,1.2670793258094402,0.020781249945172872,-2.427009925160816,0.04632132450122909,0.0023854331175486247,0.0004751073121145584,0.0547537466386954,0.0009920539384901084,0.46048767813269836,0.09681600933983193
335,-1.2981457719169052,0.03138429359940293,-2.248432838386664,0.03685793920357644,1.2741054630863289,0.024430880686937457,-2.432821079993657,0.03814281833453862,0.0024286697308222452,0.0004878898952300234,0.05624585285782814,0.0007083899778413017,0.4949495601681505,0.07214261991019222
340,-1.3238021412625773,0.04279408784243788,-2.197545576446816,0.06719764450599042,1.2172673863708319,0.06396207842762212,-2.280646849945831,0.14799980945499386,6.446262200673421e-05,0.002860535247823363,0.06345488600432873,0.006441468632073128,0.3072312753942668,0.15779480514592029
345,-1.3425948704863584,0.03994686036782572,-2.1344897980705038,0.0727220653057755,1.1881847124333746,0.04877639643508124,-2.1132715138711955,0.19266325448470367,-0.010401767492294312,0.004586871577523533,0.07283360150953135,0.005885336392789786,0.1978873922947612,0.09482549559026163
350,-1.2857334924124921,0.07247714546799286,-2.287264152046929,0.07776390558428452,1.285214454547903,0.06998401647901795,-2.6437868039243275,0.16066342089846486,5.456864833831787e-05,0.00370772461470212,0.057109284897645315,0.005586769522805476,0.3737181338441688,0.15360500521262999
355,-1.3549133842422645,0.059603829723208004,-2.228556586083185,0.0648056755209849,1.300365173393045,0.06489530382851852,-2.5376750894515343,0.16001914252875793,0.00011397143205006917,0.0022764622338167736,0.06406450723608335,0.005197304739673351,0.38699520520659403,0.20532785201529838
360,-1.3713082402548389,0.07125259247244509,-2.200587981601022,0.07841649162759098,1.3213111897466618,0.07655934214638056,-2.3616094599948103,0.16850519845590956,-0.005226210951805115,0.0033979834510578883,0.07294746359189351,0.004915177741669291,0.1590772958939645,0.09357490511839027
365,-1.272512880875325,0.048230750997275904,-2.2621738561957327,0.06912370908002294,1.2785453679974657,0.05980007144081937,-2.5875150071293853,0.16767748118934211,-0.001007001002629598,0.0013353963919438298,0.05952194057404995,0.004267869807811195,0.326474976859132,0.1488256834968415
370,-1.333649249907888,0.05191410706845982,-2.257407779381565,0.0820459241527623,1.3197606339578507,0.04981386117132838,-2.631670546200324,0.1502884728579274,-0.002811065117518107,0.00135393216834741,0.06226643358667692,0.00433026128026142,0.35501322535754176,0.1938150190217876
375,-1.3076974224545166,0.03894476518420717,-2.2882076769609414,0.062414747088860786,1.3261562454885407,0.05422361557997192,-2.6259339555582453,0.09757332466711116,-0.0036095364888509116,0.0010177928226288275,0.05954991191625595,0.0034451627224137017,0.3666780734288987,0.16048171974560996
380,-1.3384779376421903,0.04308566309818908,-2.2274798829646274,0.09185160096531847,1.249591212289178,0.07634717806559331,-2.4716223688977426,0.18934547016496767,-0.0030825012922286988,0.0011422635666739306,0.065236803094546,0.0042611892612712254,0.27041112233161224,0.21254475214374846
385,-1.3494979396922182,0.05109303877156487,-2.2338952869948367,0.06092993487668119,1.2653578739599853,0.06561082533350879,-2.4420235894318836,0.14791076842666345,-0.004859403967857361,0.0015192824373608076,0.06776585618654887,0.00522590299967451,0.15694291815288003,0.1579205236150848
390,-1.2971653644827725,0.04331732593200401,-2.2580900667611057,0.0813111775311026,1.2940597318832174,0.06619602146041643,-2.5631354784936056,0.1855407778251929,-0.002316738168398539,0.0017903821024349996,0.06025613491733869,0.005360244746897701,0.27208592380642543,0.15896739187406864
395,-1.3412377836860057,0.05708014076061216,-2.252114365082777,0.10057034111878503,1.3258080212129801,0.06528619046126916,-2.446306698044409,0.22813061496821074,-0.005054442286491394,0.0038014058765409578,0.066377274269859,0.00733097639396711,0.28548164502472345,0.14372574132409588
400,-1.279160899654639,0.052445331312064546,-2.2374316056965156,0.06404154369230675,1.3540620446272218,0.0704837563784566,-2.652884533102736,0.10179819244879676,-0.001378690203030904,0.003217248410650733,0.06062003915508588,0.004342223419246433,0.284313327554208,0.1610234286857259
405,-1.323009066135058,0.054085925996829404,-2.243026255144767,0.07126934178358274,1.3633806360178604,0.06336470372165393,-2.6321738625890845,0.14105271973909628,-0.0024406437079111734,0.0019913685465369185,0.06467363034685453,0.00430294250153397,0.204647920676121,0.15649945475784258
410,-1.3348844458430729,0.049090352914030265,-2.2314485432474247,0.07270167502573613,1.313536815016172,0.06476918688670108,-2.5638431020195562,0.18666274863555182,-0.002626384099324544,0.0032154052820384327,0.06382042596737544,0.004508889753436885,0.34407808234829873,0.1809440755376271
415,-1.2728367014964297,0.033381080304331186,-2.2820558459701457,0.07130353441589073,1.3306193279185217,0.09819508411298748,-2.6219695500929276,0.1396500492534117,-0.0026836893955866498,0.0021461165236114077,0.05750410795211792,0.0039335058328451925,0.2420590909108238,0.15180613079449384
420,-1.295753069255148,0.053673177290604494,-2.263366358295544,0.05539682439211291,1.2994279143056227,0.06427783668791437,-2.5699419471989198,0.15171214845358116,-0.0021887093782424925,0.002097934156695038,0.06055411751071612,0.004240231337420211,0.2914254860151513,0.14226866774743935
425,-1.2896829259119345,0.056501089288270044,-2.310251378630202,0.060287716873083166,1.329965685065801,0.06106708455457418,-2.6111976524132583,0.06432086132975401,0.00020580828189849853,0.003796085307276614,0.056073458616932234,0.002742253178782304,0.34246057845050465,0.13041363686134286
430,-1.3516060972746524,0.03747509090905432,-2.324111539546183,0.055749738218058356,1.280129807914651,0.02686924465969299,-2.648469395182304,0.07543820376991663,-0.0015504274765650431,0.0005411922301592013,0.058389235983292265,0.0011826893722466935,0.4611214857747343,0.10096278162954105
435,-1.3907862981800458,0.041219346113862396,-2.349279369319278,0.04845153149588863,1.2853565006083834,0.030068633834215878,-2.6937026108951936,0.06631463037552168,9.441375732421875e-05,0.0005282652848283561,0.057962199846903484,0.0013130283910327296,0.44573089716116027,0.1040855514003972
440,-1.354173477835803,0.03438806058778993,-2.2892279112095633,0.048659949263198964,1.262986538672844,0.03569063443341984,-2.5573375911728737,0.08076838990892059,0.0024280232191085816,0.0004919734024277627,0.05644609610239665,0.001294132841202636,0.48134790288901097,0.10521614549977536
445,-1.34686477333198,0.03392261358991669,-2.2647443056626217,0.04681675898417133,1.290797264801899,0.05116141403378473,-2.458666446093567,0.04551121301688798,0.003718115290006002,0.0010895633895618175,0.05509000991781553,0.001386339418851042,0.4609889010841948,0.13863545691413315
450,-1.3737057300664353,0.0427998339227828,-2.2709616326802813,0.056834171275795334,1.329308266407127,0.041277278195295926,-2.5178203862578794,0.07494351243825717,0.0037642796834309895,0.0003598650055656291,0.05637645525236924,0.0013345861955009774,0.522403923431311,0.10041064242982131
455,-1.333751148562828,0.042198604457560455,-2.3251466818861712,0.07953165335958054,1.3117389319213946,0.03350135849264103,-2.483165744989798,0.08649462821533442,0.002810986042022705,0.0008780626023827465,0.05584681270023187,0.0014209609073621075,0.4770183760118202,0.08460886489624134
460,-1.368644946974991,0.05258679764666501,-2.1929397104766,0.08725420748703953,1.2409382829733917,0.042653299428737544,-2.1391102454924167,0.24557721025394488,-0.001373181939125061,0.0032024371896953374,0.06815977782011032,0.008572985777888112,0.34080931676157,0.15266503585719549
465,-1.3671905182977329,0.04208671135817762,-2.2326400512498594,0.0772133662783018,1.235230131984062,0.035053043592508736,-2.241514077504948,0.18537621587609823,-0.003995357354482015,0.0007605965998533802,0.06613135732710361,0.005662432382479524,0.46733699845729926,0.17760963554282583
470,-1.348394381405641,0.03283706718284479,-2.3328781650413117,0.04069521363581392,1.2846925472636246,0.02299086924342366,-2.497801578072776,0.053510126626511965,-0.003470441102981567,0.00035693146457630657,0.058771614382664365,0.0010897959352800066,0.5390722952873739,0.06655346838181486
475,-1.3521182394026505,0.03491277281289716,-2.3640432144509944,0.034383310512829474,1.3042215017256698,0.02163914206880615,-2.5338969156502715,0.04434541209648399,-0.003401631514231364,0.0003948984136650242,0.0556046095987161,0.001143454110849455,0.48753873687921667,0.10865571121924274
480,-1.359620404694776,0.040141112255591214,-2.356434049366518,0.04656161789761861,1.303093946632269,0.029621074370511993,-2.559636223831013,0.05279016482190131,-0.003530538280804952,0.0005553238909207165,0.05635132429500421,0.0009864178041690986,0.47455463965766775,0.118733634023023
485,-1.353372164114832,0.03481945280684454,-2.351904716078369,0.04471157998393175,1.2993718018653833,0.03217647480109801,-2.5725103774118545,0.053620460962118574,-0.0029378241300582887,0.00046910702501930197,0.057085937187075615,0.000978730500652158,0.4867590760579348,0.1086134702523117
490,-1.3468076758744978,0.02937144519075882,-2.3600021723992626,0.04141365987497269,1.3059502810329737,0.024848924122670587,-2.5779196283451893,0.04108297688095675,-0.002764613231023153,0.0004178652986261593,0.0562367278089126,0.0009236548694553471,0.45379580002825665,0.10404884761798608
495,-1.2773977548466042,0.08289687925013378,-2.302304779077893,0.06736745659827201,1.505899062023105,0.18236821804546272,-2.764804788277418,0.1987790247933972,-0.0015076229969660441,0.002157564402406536,0.055290202920635544,0.003012205120774552,0.31364342084527425,0.19947438523351377
500,-1.2330248946889553,0.04605831573303646,-2.3150769980911217,0.054467353524877,1.3798163287875456,0.055749148634666096,-2.6578207926227075,0.0640892103151758,0.003750020464261373,0.0007562792452989334,0.048134040931860606,0.001445582558551489,0.29033156556307876,0.10028441024403487
505,-1.2812475851548746,0.0390615859414469,-2.3438456818138254,0.056827035315655125,1.3344621925807103,0.03347509489487847,-2.595723776683294,0.057834956473056656,0.003899568518002828,0.00040188410680980983,0.05019431141515573,0.0016644210999537657,0.3717091988343726,0.09597226803474347
510,-1.268952160999831,0.030882528634641204,-2.3258997226298472,0.05493344940737068,1.316478877486677,0.031274833940385736,-2.484298612902835,0.058447819043981226,0.0037284106016159057,0.000412428869131566,0.05087950530151526,0.0008749993882534127,0.3981984070946506,0.10205664254179006
515,-1.317831074566042,0.0528070911477315,-2.2567073471334465,0.04479188189968547,1.2799228957250353,0.04512658793130201,-2.4279257769933027,0.1165207785496512,0.0026220138867696125,0.0018011364405961696,0.05646643318235874,0.008381374593372095,0.35992087314499877,0.15155078498050933
520,-1.3582252273349176,0.0413702941107062,-2.2834456832163856,0.05973448602296915,1.2668337706196502,0.028890745236212833,-2.402431603800511,0.062209331444258414,-0.0044050385554631555,0.002456081183228725,0.06010613990326723,0.002461469929476039,0.5754731486563234,0.0355526155440289
